index,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,
683344,10/18/2019 23:53,2.26494E+15,fraud_Price Inc,12,1096.53,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,10/17/1995,8f6ab757979dce14fde0fae93e7e4518,1350604396,28.998147,-99.002252,1,0.537292015
201735,4/13/2019 22:35,4.92E+12,fraud_Barrows PLC,13,932.2,Adam,Keller,M,32600 Cobb Curve,Sardis,AL,36775,32.2844,-86.992,800,Learning disability nurse,9/17/1932,090078bd1a39073370b78457d90c4578,1334356509,31.371785,-86.469725,1,0.502918484
4856,1/4/2019 2:13,6.51722E+15,fraud_Kihn Inc,13,9.18,James,Reese,M,26975 Richardson Mills Apt. 402,Sontag,MS,39665,31.6453,-90.1801,1196,"Librarian, academic",6/11/1958,a320d10f1f7a1d0114724b86a1ffb3da,1325643197,31.519086,-90.663957,0,0.289865341
962796,1/23/2020 12:05,3.54283E+15,fraud_Tromp Group,14,8.93,Eric,Dunn,M,5560 Arnold Port Suite 880,Marshall,WI,53559,43.1636,-89.0753,6063,Risk analyst,2/21/1960,6925a504ee0a964e03db0e3d6fd505c5,1358942713,42.492483,-89.228685,1,0.099681512
1437,1/1/2019 15:57,6.50698E+15,fraud_Stark-Batz,1,39.32,Alice,Kemp,F,057 Martinez Radial,Texarkana,AR,71854,33.431,-93.8765,36438,Surgeon,4/15/1985,22c8fe946cfc89e33d8910e313a8ae96,1325433454,33.951017,-92.899623,0,0.739096036
2379,1/1/2019 23:42,3.01E+13,fraud_Pagac LLC,13,6.18,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,8/16/1993,cceb048a4e9ffcfa19ece817ba2de7e0,1325461345,37.063066,-100.042655,0,0.142356974
21547,1/13/2019 22:35,1.80E+14,fraud_Barton LLC,8,25.27,Becky,Mckinney,F,250 Benjamin Hill Apt. 026,Mobile,AL,36617,30.7145,-88.0918,270712,"Surveyor, land/geomatics",1/5/1972,5c8894c2fb26e0afa976f20eb59b76d3,1326494151,31.146301,-89.003622,1,0.175214434
189498,4/8/2019 2:20,3.53682E+15,fraud_Miller-Hauck,5,307.56,Gerald,Frank,M,95793 Andrea Ville Suite 533,Des Moines,IA,50314,41.603,-93.633,222785,Interior and spatial designer,8/10/1981,5410492dce90a14b688187b41b098270,1333851608,42.255891,-93.863047,1,0.343624281
742,1/1/2019 9:36,3.71E+14,"fraud_Rippin, Kub and Mann",9,126.43,Sarah,Clark,F,25961 Beverly Union Apt. 042,North Wilkesboro,NC,28659,36.2017,-81.1286,21134,Dispensing optician,3/6/1984,64b5c04fdc3ba28e73cfddeb63877ef3,1325410601,36.720747,-81.178168,0,0.499381018
106851,3/2/2019 23:54,3.56268E+15,fraud_Lesch Ltd,13,952.43,Amanda,Jones,F,7320 Jennifer Forges,Queenstown,MD,21658,39.0026,-76.1424,3862,Maintenance engineer,12/6/1962,72d0846cf56d5881368629ffe6df1e4a,1330732489,38.034046,-75.468228,1,0.360113227
129894,3/12/2019 15:42,3.54734E+15,fraud_Goyette Inc,12,932.56,Larry,Garcia,M,24809 Cross Creek,Beacon,NY,12508,41.5097,-73.9634,19880,Lawyer,11/15/1962,d7a2be6995b6083cea1340ceb2a1c7c0,1331566969,41.055263,-73.129306,1,0.982874216
543,1/1/2019 7:04,4.11976E+15,fraud_Bednar Group,9,5.78,Melinda,Gutierrez,F,1497 West Gateway,Eureka,IL,61530,40.7152,-89.2706,6713,Archivist,8/19/1945,715cf3ddf725f9619b6eb81f0a2ba57f,1325401498,40.598555,-88.717021,0,0.860647935
380352,6/23/2019 23:31,5.71E+11,"fraud_Yost, Schamberger and Windler",8,19.03,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",7/12/1995,9c75a6c6d63319cd01a65bbbb91458f0,1340494317,44.252149,-85.249388,1,0.874588907
884677,12/23/2019 0:21,3.54644E+15,fraud_Vandervort-Funk,5,284.46,Julie,Vasquez,F,740 Moses Trail Suite 452,Byesville,OH,43723,39.9623,-81.5485,4984,Legal secretary,11/23/1952,97e191fd431628c85940fe0dbc1c08d5,1356222093,39.315214,-82.461161,1,0.819355804
5943,1/4/2019 20:08,4.68E+12,fraud_Quitzon-Goyette,7,86.23,Daniel,Boyd,M,8925 Nicholas Points,Egan,LA,70531,30.251,-92.5002,1261,Broadcast presenter,7/1/1972,3a3ba3f7166207f34097088ec5c3208d,1325707739,30.120454,-91.820436,0,0.707573754
2749,1/2/2019 9:21,4.0891E+18,fraud_Ruecker Group,9,2.56,Debra,Stark,F,686 Linda Rest,Kilgore,TX,75662,32.3836,-94.8653,24536,Multimedia programmer,10/14/1983,941498b49f7bda6b7e953c5669493a4c,1325496062,32.893361,-95.509369,0,0.408015391
1078,1/1/2019 13:20,4.08E+12,fraud_Kautzer and Sons,11,8.2,Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,12/15/1965,e141a779c3b646a1663f226cdee47d2f,1325424033,43.749837,-116.684895,0,0.727258819
4715,1/3/2019 23:20,4.48243E+15,fraud_Beier LLC,1,16.58,Leslie,Ford,F,4938 Hatfield Course,Henderson,WV,25106,38.8265,-82.1364,642,Building services engineer,8/30/1946,645a362159661d9dae46b16c96d44bdd,1325632802,38.382833,-81.688918,0,0.111582584
307463,5/29/2019 3:54,3.55122E+15,"fraud_Hagenes, Kohler and Hoppe",2,127.53,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,10/9/1976,03119b55385d3a7d77d6917c6f175619,1338263670,43.919861,-75.203778,1,0.187018281
570173,8/30/2019 20:37,3.55482E+15,"fraud_Labadie, Treutel and Bode",12,901.99,Cory,Thomas,M,6458 Roberson Alley,Williamsburg,MO,63388,38.8874,-91.7689,710,Glass blower/designer,9/27/1970,d368a41de01a1b2f44eca81fc8d04265,1346359047,38.174577,-92.701799,1,0.615853594
3281,1/2/2019 19:51,3.52384E+15,"fraud_Weimann, Kuhic and Beahan",13,5.4,Grace,Williams,F,28812 Charles Mill Apt. 628,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,11/20/1970,6a540ac4a6db6c5bb461a8604f33370f,1325533902,32.628295,-87.529063,0,0.288430822
395979,6/29/2019 23:52,4.30816E+15,"fraud_Haley, Jewess and Bechtelar",13,865.48,William,Marshall,M,454 Sawyer Forks Apt. 231,Collegeville,MN,56321,45.5783,-94.4199,1536,Farm manager,2/18/1981,23de51d137f7b848075c6a78c17d594c,1341013929,45.102842,-94.809008,1,0.923098596
1922,1/1/2019 19:54,3.04E+13,"fraud_Lowe, Dietrich and Erdman",8,68.16,Danielle,Evans,F,76752 David Lodge Apt. 064,Breesport,NY,14816,42.1939,-76.7361,520,Psychotherapist,10/13/1991,26d3f0f52b9589d65ab31c343fa5f903,1325447686,42.274411,-77.214082,0,0.570961993
229066,4/26/2019 1:10,3.55661E+15,"fraud_Schumm, Bauch and Ondricka",5,309.88,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,12/27/1999,2d36c64e0e6f027687841d11b9d38a56,1335402629,28.678031,-94.823149,1,0.243222749
75323,2/13/2019 21:34,2.28875E+15,fraud_Morissette PLC,13,833.74,Kathleen,Heath,F,9297 Victor Rest Apt. 382,Albuquerque,NM,87116,35.0561,-106.5506,641349,Charity officer,1/24/1967,355a97f55655338730ec1cac942a7a6e,1329168881,35.5078,-106.296518,1,0.718821287
5622,1/4/2019 15:56,4.1781E+15,fraud_Mohr-Bayer,12,74.54,Jill,Flores,F,639 Cruz Islands,Baroda,MI,49101,41.9488,-86.4913,3104,"Horticulturist, commercial",3/29/1981,43acf4db958e2968a552d9aa6d21434f,1325692560,41.366154,-86.77794,0,0.152423872
66065,2/8/2019 23:37,5.78E+11,"fraud_Little, Gutmann and Lynch",12,1140.72,Lisa,Carpenter,F,48437 English Ways Suite 579,La Grande,OR,97850,45.3304,-118.0852,16955,"Engineer, site",6/16/1961,3e627a4d2a5324be549655842ee91358,1328744228,44.916768,-117.690038,1,0.573658356
445153,7/17/2019 1:27,4.06998E+15,fraud_Berge LLC,3,13.43,Kimberly,Martin,F,1943 Dennis Inlet Suite 145,Hurricane,WV,25526,38.4257,-81.9943,21902,Sub,9/18/1980,24de8efb6a5cbeb024ac936063db4c9f,1342488430,37.94041,-82.382178,1,0.422911356
114677,3/6/2019 0:30,4.99811E+15,fraud_Kemmer-Buckridge,10,7.52,Mary,Pruitt,F,2819 Luke Greens Suite 563,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,11/18/1987,6b55b5fa3c643e4827453ac2f7845405,1330993836,39.560756,-94.443252,1,0.990176297
885634,12/23/2019 5:14,6.51778E+15,"fraud_Schoen, Kuphal and Nitzsche",5,316.31,Jeremy,Nunez,M,787 Allen Mount,Roland,AR,72135,34.8829,-92.5192,2623,7opath,7/25/1966,c4b73b96617b3c3189da39a28a53d90a,1356239659,35.375008,-92.980801,1,0.165652798
2875,1/2/2019 12:31,3.04E+13,fraud_Schmeler-Howe,11,28.27,Savannah,Lewis,F,537 Walker Freeway,North Tonawanda,NY,14120,43.0498,-78.851,45100,Ambulance person,10/25/1993,bae15f36889dc3f69e9b6c6e72542e98,1325507518,42.911693,-78.534102,0,0.212270659
419594,7/7/2019 23:07,3.42E+14,fraud_Kuhic LLC,12,1020.13,Gabriella,Jordan,F,1299 Joshua Plains,Howes Cave,NY,12092,42.7045,-74.3648,1304,Jewellery designer,6/9/1970,35fa7ff51db013644265f6c061155479,1341702429,42.364461,-74.724419,1,0.682950382
2928,1/2/2019 13:30,3.45E+14,"fraud_Romaguera, Wehner and Tromp",8,32.3,Brian,Perez,M,78652 Scott Ports,Ashfield,MA,1330,42.5232,-72.811,1506,"Production assistant, radio",4/3/1960,5ad084a9452c4ab4e24e025b6ce848fc,1325511041,42.070496,-72.765535,0,0.023924307
258,1/1/2019 3:14,4.64E+12,fraud_Hudson-Ratke,5,56.83,Eddie,Mendez,M,1831 Faith View Suite 653,Clarinda,IA,51632,40.7491,-95.038,7297,IT trainer,7/13/1990,49038f5b11c40f84c0563e5aec25cda1,1325387688,40.808208,-95.287438,0,0.583303343
2250,1/1/2019 22:34,6.76E+11,fraud_Volkman-Predovic,12,6.59,Brandy,Quinn,F,9734 Beard Fields Suite 885,Altair,TX,77412,29.6047,-96.5249,106,"Editor, film/video",7/24/1983,5115376757ac48f60aba1dcaee246a5d,1325457286,30.536335,-97.113217,0,0.320209525
228856,4/25/2019 22:32,3.78E+14,fraud_Vandervort-Funk,5,289.51,Mary,Mcintyre,F,77921 Costa Villages,Eugene,OR,97403,44.0385,-123.0614,191096,"Scientist, physiological",4/6/1964,aeff67951c2b385393dd170f72d1a8f3,1335393175,44.757364,-123.250058,1,0.888805164
534357,8/17/2019 23:28,4.04444E+18,fraud_Bins-Howell,11,17.02,Amy,Abbott,F,01505 Amy Stravenue,Dayton,OH,45415,39.8355,-84.2613,479994,Environmental manager,11/9/1970,f925083c0bf03af20dca16dd1cf39531,1345246087,39.38132,-83.944767,1,0.677070594
896566,12/25/2019 23:19,4.87927E+15,"fraud_Towne, Greenholt and Koepp",12,883.36,Collin,Brown,M,995 Benjamin Bypass,Du Pont,GA,31630,31,-82.8555,419,Advertising account executive,10/28/1990,6d26b86e4cbf364f388d200da389b3b5,1356477587,30.922919,-82.884435,1,0.342160252
5697,1/4/2019 17:05,3.50418E+15,fraud_Balistreri-Nader,10,8.43,Drew,Garcia,M,70858 Jasmine Meadows Apt. 135,Lima,OH,45801,40.7641,-84.0973,86954,"Copywriter, advertising",7/23/1992,22124a56dbd90c2d7369216d69828f95,1325696712,40.143325,-83.592773,0,0.970844746
1139,1/1/2019 13:46,4.90885E+15,fraud_White and Sons,7,14.13,Lauren,Torres,F,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",7/24/1992,7a76dfb0f8e26cc30f9ba00b27d51b22,1325425591,32.552715,-96.680191,0,0.69322854
810090,12/7/2019 0:55,5.85E+11,"fraud_Moen, Reinger and Murphy",5,335.56,Jessica,Jordan,F,071 Wise Trace,Coleharbor,ND,58531,47.5196,-101.2332,307,Make,8/13/1930,a9145f8fa54aa09bd85dbac75f7a7ae4,1354841743,46.671749,-100.341986,1,0.363284399
872634,12/20/2019 22:31,3.78E+14,"fraud_Langworth, Boehm and Gulgowski",12,943.49,Nathan,Martinez,M,586 Thomas Cliffs,Oconto Falls,WI,54154,44.8755,-88.1555,5548,Mining engineer,9/11/1975,583886c04f34fb67b3b29d29da7ecbfe,1356042676,44.494082,-87.87634,1,0.101198494
2276,1/1/2019 22:49,2.72043E+15,"fraud_Windler, Goodwin and Kovacek",7,5.09,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",8/22/1997,90d62ddc6d10846583ee6a3c3ac901bb,1325458192,43.063214,-69.103866,0,0.792178175
681655,10/18/2019 2:30,6.76E+11,fraud_Pacocha-O'Reilly,5,290.46,Christopher,Henry,M,1198 Robert Stravenue Apt. 479,Armonk,NY,10504,41.136,-73.7009,7987,Television/film/video producer,3/16/1964,e60661cbfa23431624b46f297407b8ae,1350527442,40.991506,-72.922651,1,0.835620366
2739,1/2/2019 9:08,2.13E+14,fraud_Ruecker Group,9,437.15,Christopher,Miller,M,493 Fitzgerald Fields Suite 454,Varnell,GA,30756,34.9298,-84.9885,74,Pensions consultant,5/14/1944,4a96e54ffd1efb0f70d9d7dbba6e2298,1325495288,35.569228,-84.89732,0,0.357059932
3993,1/3/2019 11:48,6.01139E+15,fraud_Stracke-Lemke,5,156.63,Jacqueline,Marsh,F,950 Sheryl Spurs,Dunlevy,PA,15432,40.1151,-79.8627,427,Mining engineer,2/5/1951,5b7090c7891b96b3cc5502b9d21080e2,1325591322,40.868946,-80.625994,0,0.894507784
29113,1/18/2019 4:10,3.72E+14,"fraud_Connelly, Reichert and Fritsch",3,17.9,Rick,Martinez,M,062 Poole Hollow Apt. 815,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,3/13/1970,1695d3f9bd35f176c3bce6648d86b07b,1326859814,43.560859,-103.15143,1,0.423464142
1726,1/1/2019 18:19,3.57602E+15,fraud_Kuhic LLC,12,3.25,Dawn,Gray,F,9486 Joel Common Suite 554,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,12/30/2004,e16da247215a399762f5216d367157ad,1325441965,39.024894,-94.980786,0,0.42586532
396392,6/30/2019 3:05,4.31958E+18,fraud_DuBuque LLC,5,331.08,Kathleen,Nash,F,010 Salazar Walk,Cromona,KY,41810,37.1788,-82.695,502,Chief Financial Officer,2/1/1960,352a7363680c05e9188dd15d56deabee,1341025551,36.853701,-82.80995,1,0.103817977
890298,12/23/2019 23:12,6.51778E+15,"fraud_Schaefer, Fay and Hilll",1,408.6,Jeremy,Nunez,M,787 Allen Mount,Roland,AR,72135,34.8829,-92.5192,2623,7opath,7/25/1966,1e7f334382e0a3f1db4df98a85bb6b8e,1356304356,35.322479,-93.076568,1,0.531160782
1045,1/1/2019 13:04,5.71E+11,"fraud_Swaniawski, Nitzsche and Welch",6,177.82,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",7/12/1995,26e9b361f78724f145faedaaad9da0c3,1325423065,45.105736,-87.086468,0,0.359292464
99379,2/28/2019 2:51,3.01E+13,fraud_Corwin-Collins,3,11.11,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,8/16/1993,0b253c128e9845940926a46d12afe03b,1330397485,38.023713,-100.035305,1,0.409198792
667423,10/11/2019 23:12,4.63307E+15,fraud_Jacobi and Sons,13,818,Jasmine,Wade,F,90662 Lewis Avenue,Providence,RI,2908,41.8383,-71.4377,203571,"Nurse, children's",11/29/1995,7a21125f30681b80e8bd6f9c5251d66f,1349997177,42.761178,-70.516565,1,0.101182928
673355,10/13/2019 23:55,6.54767E+15,fraud_7nick LLC,11,51.88,Bryce,Joseph,M,148 Baker Field,Chester Heights,PA,19017,39.8839,-75.4669,348,Management consultant,5/5/1945,2eff99dac132701d9b68e7dc2cb27aa8,1350172525,39.685394,-74.661629,1,0.150160864
993910,2/10/2020 7:56,3.04E+13,fraud_Barton Inc,5,304.91,Cynthia,Davis,F,7177 Steven Forges,Sixes,OR,97476,42.825,-124.4409,217,Retail merchandiser,10/1/2028,51b8cef3402e5644d1998efcdc0314ed,1360482962,43.217792,-123.73671,1,0.434918331
351330,6/14/2019 3:54,3.81E+13,fraud_Kiehn-Emmerich,5,298.99,Marissa,Clark,F,2677 Byrd Village Suite 035,San Jose,CA,95148,37.3304,-121.7913,973849,Geoscientist,1/18/1997,24ed2f43b10e2c0b945189f3bf7bcc3c,1339646098,36.968997,-121.720965,1,0.111658878
95786,2/25/2019 23:43,3.58796E+15,"fraud_Tillman, Fritsch and Schmitt",9,795.06,Kathy,Hughes,F,02110 Lucas Freeway Suite 517,Battle Creek,IA,51006,42.3327,-95.6045,1075,"Teacher, early years/pre",1/2/1997,c5e3c661f3d44e7bcb2da041719ee153,1330213403,41.350024,-94.711211,1,0.154285946
435675,7/14/2019 1:12,6.76E+11,fraud_Roob LLC,4,13.04,Katelyn,Wise,F,674 Maureen Summit Apt. 276,Scotts Mills,OR,97375,44.9897,-122.6187,1252,"Engineer, petroleum",2/6/1937,98b93341cc94770f80e42350880938bd,1342228352,44.121879,-122.335006,1,0.363486032
5805,1/4/2019 18:24,3.75E+14,"fraud_Kling, Howe and Schneider",7,66.3,Daniel,Escobar,M,61390 Hayes Port,Romulus,MI,48174,42.2203,-83.3583,31515,Police officer,11/5/1971,d4f2f16373595f98a96e250eb8e62391,1325701498,42.870917,-82.399772,0,0.38308428
558350,8/26/2019 1:59,3.53113E+15,"fraud_Gottlieb, Considine and Schultz",12,1022.82,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",7/13/1975,c921ccd72adf8335351fcb54f6d9a24e,1345946368,43.707771,-72.375619,1,0.717709944
5878,1/4/2019 19:20,6.01144E+15,"fraud_Romaguera, Wehner and Tromp",8,15.2,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,4/8/1993,45b9a3a5f1ca9d37e4dd32eb58af5544,1325704817,34.107803,-91.123982,0,0.625910733
5598,1/4/2019 15:39,2.13E+14,"fraud_Daugherty, Pouros and Beahan",13,127.84,James,Yoder,M,83359 Lopez Point,Clune,PA,15727,40.5503,-79.3237,168,Race relations officer,10/4/1978,f35d9e7d1ffda2245c42ea7e51edb0bd,1325691578,40.081312,-80.313615,0,0.81874672
3101,1/2/2019 16:28,4.8004E+15,fraud_Wilkinson PLC,8,146.6,Daniel,Owens,M,88794 Mandy Lodge Apt. 874,Howells,NE,68641,41.6964,-96.9858,1063,Research scientist (maths),4/2/2028,ee46342583f2f25dd78f29b82412ee96,1325521683,42.486036,-96.461106,0,0.245059638
806236,12/6/2019 0:03,6.76E+11,"fraud_Boehm, Block and Jakubowski",10,979.43,Jessica,Werner,F,4529 Cannon Alley,Center Point,WV,26339,39.4125,-80.6352,255,Chief Executive Officer,12/10/1971,b7cc58f60b471de39294db9d58ba828f,1354752226,38.67171,-80.405459,1,0.927647311
681363,10/17/2019 22:33,2.26494E+15,fraud_Kerluke-Abshire,12,1049.12,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,10/17/1995,dcf596f15b3da393f2c8fb0bdec45168,1350513192,28.778973,-97.529447,1,0.155484046
2953,1/2/2019 13:56,2.70698E+15,"fraud_Hettinger, McCullough and Fay",7,78.18,David,Serrano,M,4739 Martin Common,Zaleski,OH,45698,39.283,-82.3977,341,Accounting technician,12/18/1978,f3d93ef5fca1f7f0d3ae16340fe6fa04,1325512588,39.423606,-82.804561,0,0.558279187
3417,1/2/2019 22:13,4.45773E+18,fraud_Abshire PLC,1,76.16,Stanley,Mayo,M,3433 Jones Branch,Fiddletown,CA,95629,38.5234,-120.6763,832,Immigration officer,5/19/1987,6ec86b141f45479f3a7a86f4cace04c4,1325542396,38.580235,-119.889545,0,0.034077215
799445,12/4/2019 1:53,4.102E+18,fraud_Koepp-Parker,5,264.1,William,Fitzgerald,M,715 Courtney Pike Suite 932,Keller,TX,76248,32.9276,-97.2489,95035,Probation officer,6/13/1987,d1bb59cc6f2e8eb3b71d71d27e1fc55c,1354586001,33.098306,-97.968694,1,0.027633488
4773,1/4/2019 0:08,3.69E+13,fraud_Rempel PLC,4,24.76,Ana,Mccormick,F,4503 Patricia Route,Meridian,ID,83646,43.6498,-116.4306,84106,Intelligence analyst,2/11/1971,cbf6051a630d2f8fdd30a4f7c1009c3f,1325635697,44.199891,-117.006963,0,0.332931493
544,1/1/2019 7:05,6.52891E+15,fraud_Kuhn LLC,9,124.79,Diane,Smith,F,195 Murray Overpass Apt. 384,Winter,WI,54896,45.8327,-91.0144,1478,Neurosurgeon,4/27/1965,988c5fba79c4f23f52b2bd996a7ec482,1325401511,44.905327,-90.884945,0,0.837770775
3846,1/3/2019 8:05,3.06E+13,fraud_Stracke-Lemke,5,98.22,Gina,Morrison,F,41851 Victor Drives Suite 219,Allentown,PA,18103,40.5891,-75.4645,166081,"Scientist, research (maths)",10/1/1998,5087cf3889fd100a014da00e8a70d87e,1325577926,41.179557,-76.338638,0,0.092751458
146113,3/19/2019 23:07,3.01E+13,fraud_Daugherty LLC,8,18.42,Brianna,Foley,F,57256 Raymond Ports,Knoxville,TN,37932,35.9335,-84.1481,391389,"Designer, industrial/product",4/22/1994,6a4bcf74b05b7bdc8f5609cbae96df7f,1332198422,35.368109,-83.98616,1,0.104502779
3625,1/3/2019 2:16,6.50131E+15,"fraud_Moen, Reinger and Murphy",5,185.51,Carrie,Lewis,F,28925 Powell Mountains Apt. 762,Pecos,TX,79772,31.4467,-103.5791,12747,"Merchandiser, retail",5/5/1987,5cfe8e7aff60844dd6304f861f5ff881,1325556978,30.477118,-102.970602,0,0.171155812
3477,1/2/2019 23:08,6.0116E+15,fraud_Fadel-Hilpert,6,145.8,Robert,Holland,M,431 Tracy Expressway,Milner,GA,30257,33.141,-84.1759,4138,Field seismologist,5/16/1969,5dfa690a4c63f0352f1fae9e659fdfa5,1325545724,33.941385,-85.097742,0,0.400951765
955482,1/19/2020 3:42,4.69816E+15,fraud_Dickinson-Rempel,10,860.19,Sharon,Powell,F,101 Carla Loop,Wendel,CA,96136,40.3406,-120.2824,104,"Teacher, adult education",8/16/1989,bd3b52d7aef8b1ac11de8411853d7281,1358566925,39.955536,-120.277484,1,0.344648789
1411,1/1/2019 15:47,3.54116E+15,"fraud_Lesch, D'Amore and Brown",2,2.89,Jason,Singh,M,4720 Anna Ways,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,5/7/2003,08c6939aec5b19b10522284531fac7dc,1325432876,39.486754,-90.534569,0,0.332083892
1204,1/1/2019 14:17,2.13E+14,"fraud_Cormier, Stracke and Thiel",1,109.49,Tara,Campbell,F,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,8/1/1984,31670e7c674cc710d079b49eece1d328,1325427477,41.983065,-109.921365,0,0.025763062
551048,8/24/2019 3:17,4.16287E+18,fraud_DuBuque LLC,5,347.94,Jacqueline,Johnson,F,0467 Jerry Pines Apt. 640,Ridge Spring,SC,29129,33.8714,-81.6559,3164,Field trials officer,1/30/1961,6e3b4cdbca5cfd389d3f4bd61afbc788,1345778257,33.860214,-81.329034,1,0.968670315
57328,2/3/2019 22:29,4.45195E+15,"fraud_Ferry, Lynch and Kautzer",9,648.99,Joseph,Davis,M,941 Adam Stravenue,Nazareth,TX,79063,34.5444,-102.1069,686,Petroleum engineer,7/30/1980,e7a21b26be08dc542c18ff394c621d2d,1328308167,34.80193,-102.200268,1,0.338081311
310,1/1/2019 4:02,4.51E+12,fraud_Heaney-Marquardt,1,23.89,Alicia,Hawkins,F,507 John Overpass Suite 424,Harwood,MD,20776,38.8582,-76.6145,3289,Quantity surveyor,3/15/1933,58f441292530b7addc38b1dbd4fd54d7,1325390541,39.366148,-76.29457,0,0.798101909
229598,4/26/2019 9:59,3.55661E+15,"fraud_Goldner, Kovacek and Abbott",5,293.09,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,77566,29.0393,-95.4401,28739,Futures trader,12/27/1999,1b0b95c51a0773f3f8e65c25c4e9626e,1335434369,29.734129,-95.366411,1,0.120991447
5016,1/4/2019 5:38,2.13E+14,fraud_Cole PLC,5,238.71,Tara,Campbell,F,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,8/1/1984,4e5195771f4f641c28c8126e81a8cfa7,1325655531,42.515182,-109.332583,0,0.078335512
138411,3/16/2019 23:07,6.76E+11,fraud_Block-Hauck,14,8.98,Natasha,Mclaughlin,F,8699 Lindsay Ford Apt. 486,Napa,CA,94558,38.4549,-122.2564,94014,Airline pilot,8/21/1985,b8d8fba1855b8527c361947a3f38040e,1331939235,39.280663,-121.861572,1,0.582331133
1027,1/1/2019 12:53,3.53374E+15,"fraud_Schroeder, Wolff and Hermiston",14,9.65,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,6/4/1997,c093505dbe1882543c7ce198ea056188,1325422425,32.081388,-80.102585,0,0.848666851
683679,10/19/2019 3:26,3.52126E+15,"fraud_Jones, Sawayn and Romaguera",9,711.63,Robert,Le,M,837 Kimberly Turnpike,Houston,TX,77038,29.9196,-95.4386,2906700,Careers adviser,7/4/1996,5a2429228009e61ea2473b9fe66f26c9,1350617198,28.928701,-95.964376,1,0.852306605
542,1/1/2019 7:03,4.00377E+15,fraud_Mraz-Herzog,3,60.1,Danielle,Hayden,F,03368 Michelle Trail,Gregory,AR,72059,35.1791,-91.2594,37,"Lecturer, further education",1/1/1958,1a557236f0e55e5d80ac9963baaad584,1325401428,36.117952,-90.437908,0,0.795446242
